SCHOOL,PROGRAM,DEGREE,ONLINE,ONCAMPUS,COUNTRY,STATE,CITY,DEPARTMENT,URL
Auburn University,Online Master of Business Administration with concentration in Business Analytics,M,F,T,US,AL,Auburn,Raymond J. Harbert College of Business,http://harbert.auburn.edu/academics/online-programs/mba-online/index.php
Auburn University,Data Science,B,F,T,US,AL,Auburn,Business,http://harbert.auburn.edu/academics/undergraduate/business-analytics/index.php
The University of Alabama,"Master of Science in Marketing, Specialization in Marketing Analytics",M,T,F,US,AL,Tuscaloosa,Manderson Graduate School of Business,http://bamabydistance.ua.edu/degrees/ms-in-marketing-with-a-specialization-in-marketing-analytics/index.php
The University of Alabama,MS in Operations Management - Decision Analytics Track,M,F,T,US,AL,Tuscaloosa,Manderson Graduate School of Business,http://bamabydistance.ua.edu/degrees/ms-in-operations-management-online/curriculum/decision-analytics-track.php
The University of Alabama,"M.S. degree in Applied Statistics, Data Mining Track",M,F,T,US,AL,Tuscaloosa,Manderson Graduate School of Business,http://manderson.cba.ua.edu/academics/departments/masters_program/master_of_science_in_applied_statistics
The University of Alabama,MBA with concentration in Business Analytics,M,T,F,US,AL,Tuscaloosa,Culverhouse College of Commerce,http://manderson.cba.ua.edu/academics/departments/mba_program/curriculum
Arkansas Tech University,Business Data Analytics,B,F,T,US,AR,Russellville,Business,http://www.atu.edu/business/programs_bdanalytics.php
University of Arkansas,Graduate Certificate in Business Analytics,C,T,F,US,AR,Fayetteville,Sam M. Walton College of Business,http://gsb.uark.edu/business-analytics-certificate/
University of Arkansas,Master of Information Systems with Business Analytics Concentration,M,F,T,US,AR,Fayetteville,Sam M. Walton College of Business,http://gsb.uark.edu/master-of-information-systems/
University of Arkansas,Professional Master of Information Systems,M,F,T,US,AR,Fayetteville,Sam M. Walton College of Business,http://online.uark.edu/programs/professional-master-information-systems.html
University of Arkansas at Little Rock,Information Quality Program,M,F,T,US,AR,,Information Quality,http://ualr.edu/informationquality/
University of Arkansas at Little Rock,Information Quality Program PhD,D,F,T,US,AR,,Information Quality,http://ualr.edu/informationquality/phd
Arizona State University,Business Analytics,M,F,T,US,AZ,Tempe,Business,http://wpcarey.asu.edu/masters-programs/business-analytics
Arizona State University,Business Data Analytics,B,F,T,US,AZ,Tempe,Business,http://wpcarey.asu.edu/undergraduate-degrees/data-analytics
Arizona State University,Master of Science in Business Analytics,M,T,F,US,AZ,Tempe,W.P. Carey School of Business,https://programs.wpcarey.asu.edu/masters-programs/online-business-analytics
University of Arizona,Business Intelligence & Analytics (Certificate NDP),C,F,T,US,AZ,Tucson,"Management Information Systems (MIS) Department, in association with t",http://grad.arizona.edu/programs/programinfo/BIACRTG
California Polytechnic State University,Data Science Minor,B,F,T,US,CA,San Luis Obispo,College of Science and Mathematics,http://catalog.calpoly.edu/collegesandprograms/collegeofsciencemathematics/statistics/crossdisciplinarystudiesminordatascience/
California State University-East Bay,Master of Science in Business Administration: Business Analytics Option,M,T,F,US,CA,Hayward,College of Business and Economics,http://www20.csueastbay.edu/cbe/msba/index.html
California State University-Fullerton,Master of Science in Information Systems and Decision Sciences,M,T,F,US,CA,Fullerton,Mihaylo College of Business and Economics,http://business.fullerton.edu/graduateprograms/msis/
California State University-Fullerton,Certificate in Data Science,C,T,F,US,CA,Fullerton,University Extended Education,http://extension.fullerton.edu/ProfessionalDevelopment/Certificates/Data-Science
California State University-Fullerton,Certificate in Healthcare Analytics,C,T,F,US,CA,Fullerton,University Extended Education,http://extension.fullerton.edu/ProfessionalDevelopment/Certificates/Healthcare-Analytics
California State University-Fullerton,MBA with Business Analytics,M,F,T,US,CA,Fullerton,Mihaylo College of Business and Economics,http://catalog.fullerton.edu/preview_program.php?catoid=2&poid=473&returnto=143
California State University-Long Beach,Master of Science in Applied Statistics,M,T,F,US,CA,Long Beach,Department of Mathematics and Statistics,http://www.csulb.edu/divisions/aa/catalog/current/cnsm/mathematics/mathms05.html
California State University-San Bernardino,Master of Business Administration (M.B.A.) - Business Intelligence and Information Technology Focus,M,F,T,US,CA,San Bernardino,College of Business and Public Administration,http://bulletin.csusb.edu/colleges-schools-departments/business-public-administration/mba/
Chapman University,Master of Science in Computational and Data Sciences,M,T,F,US,CA,Orange,Schmid College of Science & Technology,http://www.chapman.edu/scst/graduate/ms-computational-sciences.aspx
Chapman University,Computational and Data Sciences,D,F,T,US,CA,,Interdisciplinary,http://www.chapman.edu/scst/graduate/phd-computational-science.aspx
Claremont Graduate University,Masters of Science in Information Systems & Technology: Concentration in Data Science & Analytics,M,F,T,US,CA,Claremont,Center for Information Systems and Technology (CISAT),http://www.cgu.edu/pages/6650.asp
Galvanize U,Master of Engineering in Big Data,M,F,T,US,CA,San Francisco,Partnership w/University of New Haven,http://www.galvanizeu.com/
National University,Master of Science in Data Analytics,M,F,T,US,CA,La Jolla,"School of Engineering, Technology and Media",http://www.nu.edu/OurPrograms/SchoolOfEngineeringAndTechnology/ComputerScienceAndInformationSystems/Programs/MasterofScienceinDataAnalytics.html
National University,Master of Science in Health and Life Science Analytics,M,F,T,US,CA,La Jolla,School of Health and Human Services,http://www.nu.edu/OurPrograms/SchoolOfHealthAndHumanServices/CommunityHealth/Programs/MasterofScienceinHealth&LifeScienceAnalytics.html
San Jose State University,Online Business Analytics Certificate,C,F,T,US,CA,San Jose,Lucas Graduate School of Business,http://www.sjsu.edu/lucasschool/bacertificate/
Santa Clara University,MBA with concentration in Data Science and Business Analytics,M,T,F,US,CA,Santa Clara,Leavey School of Business,http://www.scu.edu/business/graduates/current-students/data-science.cfm
Stanford University,"Master of Science In Computer Science, Specialization in Information Management and Analytics",M,F,T,US,CA,Stanford,Department of Computer Science,http://cs.stanford.edu/degrees/mscs/specializations/#IMA
Stanford University,Mining Massive Data Sets Graduate Certificate,C,F,F,US,CA,Stanford,Center for Professional Development,http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=10555807
Stanford University,Data Mining and Applications Graduate Certificate,C,F,T,US,CA,Stanford,Center for Professional Development,http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1209602
Stanford University,Biomedical Informatics MS Degree,M,F,T,US,CA,Stanford,School of Medicine: Department of Biomedial Informatics,http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults
Stanford University,M.S. in Statistics: Data Science,M,T,F,US,CA,Stanford,Department of Statistics,https://statistics.stanford.edu/academics/ms-statistics-data-science
University of California Hastings College of Law,Master of Information Management and Systems,M,F,T,US,CA,San Francisco,School of Information,http://www.ischool.berkeley.edu/programs/mims
University of California-Davis,Hybrid MBA with Business Analytics and Technologies Concentration,M,F,T,US,CA,Davis,Graduate School of Management,http://gsm.ucdavis.edu/bay-area-mba
University of California-Davis,Master's of Health Informatics,M,T,T,US,CA,Davis,School of Medicine,http://www.ucdmc.ucdavis.edu/informatics/masters/
University of California-Irvine,Data Science,B,F,T,US,CA,Irvine,Statistics,http://www.stat.uci.edu/ugrad/datascience
University of California-Irvine,Business Intelligence & Data Warehousing Certificate,C,T,F,US,CA,Irvine,UCI Extension School,http://unex.uci.edu/areas/it/data_warehousing/
University of California-Irvine,Predictive Analytics Certificate Program,C,T,F,US,CA,Irvine,UCI Extension School,http://unex.uci.edu/areas/it/predictive_analytics/
University of California-San Diego,Data Mining Certificate,C,T,F,US,CA,La Jolla,UC San Diego Extension School,http://extension.ucsd.edu/programs/index.cfm?vAction=certDetail&vCertificateID=128&vStudyAreaID=14
University of California-San Diego,Master of Advanced Study in Data Science and Engineering,M,F,T,US,CA,La Jolla,Departments of Computer Science and Engineering,http://www.jacobsschool.ucsd.edu/mas/dse/index.sfe
University of California-San Diego,Master of Science in Business Analytics,M,F,T,US,CA,La Jolla,Rady School of Management,http://rady.ucsd.edu/msba/
University of California-Berkeley,Information and Data Science,M,T,F,US,CA,,School of Information,http://datascience.berkeley.edu/
University of California-Berkeley,Business Intelligence and SAS Analytics Software,C,F,T,US,CA,,,http://extension.berkeley.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=17152&selectedProgramAreaId=15499&selectedProgramStreamId=16388
University of California-Berkeley,Data Science and Systems Concentration,M,F,T,US,CA,,Engineering,http://www.eecs.berkeley.edu/MEng/index.shtml
University of San Francisco,Master of Science in Analytics,M,T,T,US,CA,San Francisco,College of Arts and Sciences,http://www.usfca.edu/analytics/
University Of San Francisco,Data Science,B,F,T,US,CA,,,http://usfca.edu/artsci/bsds/
University of Southern California,Master of Science in Computer Science - Data Science,M,F,T,US,CA,Los Angeles,Viterbi School of Engineering,http://gapp.usc.edu/graduate-programs/masters/computer-science/data-science
University of Southern California,Master of Science in Healthcare Decision Analysis Concentration in Business Intelligence,M,T,F,US,CA,Los Angeles,School of Pharmacy,http://hcda.usc.edu/program/
University of Southern California,Master of Science in Business Analytics,M,T,F,US,CA,Los Angeles,Marshall School of Business,http://www.marshall.usc.edu/msanalytics
University of the Pacific,Master of Science in Analytics,M,T,F,US,CA,Stockton,School of Engineering and Computer Science,http://www.pacific.edu/Academics/Schools-and-Colleges/School-of-Engineering-and-Computer-Science/Academics-/MS-Analytics-Program.html
American Sentinel University,Master of Science Business Intelligence and Analytics (MSBIA),M,F,T,US,CO,Aurora,None listed,http://www.americansentinel.edu/management/m-s-business-intelligence
Aspen University,Master of Science in Technology and Innovation - Business Intelligence and Data Management,M,T,F,US,CO,Denver,None listed,http://www.aspen.edu/degrees/masters-degree/master-of-science-in-technology-and-innovation-business-intelligence-and-data-management
Colorado State University-Fort Collins,Graduate Certificate in Business Intelligence,C,F,T,US,CO,Fort Collins,College of Business,http://biz.colostate.edu/degreesCertificates/Pages/certificatePrograms.aspx
Colorado State University-Fort Collins,Applied Statistics Certificate,C,F,T,US,CO,Fort Collins,Department of Statistics,http://www.online.colostate.edu/certificates/applied-statistics/
Colorado State University-Fort Collins,Data Analysis Certificate,C,T,F,US,CO,Fort Collins,Department of Statistics,http://www.online.colostate.edu/certificates/data-analysis/
Colorado State University-Fort Collins,Master of Applied Statistics (M.A.S.),M,F,T,US,CO,Fort Collins,Department of Statistics,http://www.online.colostate.edu/degrees/applied-statistics/
Colorado State University-Global Campus,Certificate in Business Intelligence,C,F,T,US,CO,Greenwood Village,None listed,https://csuglobal.edu/graduate/programs/certificates-completion/business-intelligence/
Colorado Technical University,Big Data Analytics,D,T,T,US,CO,,,http://www.coloradotech.edu/degrees/doctorates/computer-science/big-data
Regis University,Graduate Certificate in Data Science,C,T,F,US,CO,Denver,College of Computer and Information Sciences,http://www.regis.edu/CCIS/Academics/Degrees-Programs/Certificates/GC-Data-Science.aspx
Regis University,Data Science,M,T,T,US,CO,Denver,College of Computer and Information Sciences,http://www.regis.edu/CCIS/Academics/Degrees-Programs/Graduate-Programs/MS-Data-Sciences.aspx
University of Colorado Boulder,Master of Science in Business Analytics,M,F,T,US,CO,Boulder,Leeds School of Business,http://www.colorado.edu/leedsms/ms-programs
University of Colorado Denver,MS in Decision Sciences,M,F,T,US,CO,Denver,Business School,http://catalog.ucdenver.edu/preview_program.php?catoid=10&poid=2105&returnto=1350
University of Colorado Denver,Graduate Applied Statistics Certificate,C,F,T,US,CO,Denver,College of Arts and Sciences: Department of Mathematical and Statistical Sc,http://catalog.ucdenver.edu/preview_program.php?catoid=7&poid=1329&returnto=827
University of Colorado Denver,MS in Business Analytics - Big Data Specialization,M,T,F,US,CO,Denver,Business School,http://www.ucdenver.edu/academics/colleges/business/degrees/ms/business-analytics/Pages/Big-Data.aspx
University of Colorado Denver,MS in Information Systems - Business Intelligence,M,T,F,US,CO,Denver,Business School,http://www.ucdenver.edu/academics/colleges/business/degrees/ms/IS/Pages/Business-Intelligence-Systems.aspx
University of Colorado Denver,Master of Science in Information Systems,M,F,T,US,CO,Denver,Business School,http://www.ucdenver.edu/academics/colleges/business/degrees/ms/IS/Pages/Information-Systems.aspx
University of Denver,Business Information and Analytics Certificate,C,F,T,US,CO,Denver,Daniels College of Business,http://daniels.du.edu/academic-programs/certificates-professional-development/graduate-business-certificates/business-information-analytics/
University of Denver,Master of Science in Business Analytics,M,T,F,US,CO,Denver,Daniels College of Business,http://daniels.du.edu/masters-degrees/business-analytics/
Central Connecticut State University,Data Mining,M,T,F,US,CT,,,http://web.ccsu.edu/datamining/
Central Connecticut State University,Graduate Certificate in Data Mining,C,T,F,US,CT,New Britain,Department of Mathematical Sciences,http://web.ccsu.edu/datamining/graduate%20certificate.html
Quinnipiac University,Master of Science in Business Analytics,M,T,F,US,CT,Hamden,School of Business,http://www.quinnipiac.edu/academics/qu-online/online-programs/online-graduate-programs/master-of-science-in-business-analytics/
University of Connecticut,Master of Science in Business Analytics and Project Management,M,F,T,US,CT,Storrs,School of Business,http://msbapm.business.uconn.edu/
University of New Haven,M.B.A. - Business Intelligence Concentration,M,F,T,US,CT,West Haven,College of Business,http://catalog.newhaven.edu/preview_program.php?catoid=3&poid=673&returnto=604
American University,MS Business Analytics,M,F,T,US,DC,Washington,Kogod School of Business,http://www.american.edu/kogod/graduate/MS-ANLT.cfm
American University,Online MS Analytics,M,T,F,US,DC,Washington,Kogod School of Business,http://onlinebusiness.american.edu/analytics/
George Washington University,Master of Science in Data Science,M,F,T,US,DC,Washington,Columbian College of Arts and Sciences,http://datasci.columbian.gwu.edu/why-data-science-gw
Georgetown University,"Master of Science in Analytics, Concentration in Data Sciences (MS-DS)",M,F,T,US,DC,Washington,Graduate School of Arts & Sciences,http://gradanalytics.georgetown.edu/
The George Washington University,Business Analytics,M,F,T,US,DC,,Business,http://business.gwu.edu/msba
Florida International University,Master of Science in Health Informatics and Management Systems,M,F,T,US,FL,Miami,Chapman Graduate School of Business,http://business.fiu.edu/fiubusiness/mshims.cfm
Florida Polytechnic University,Big Data Analytics,B,F,T,US,FL,Lakeland,College of Innovation & Technology,https://floridapolytechnic.org/academics/advanced-technology/big-data-analytics/
Full Sail University,Master of Science in Business Intelligence,M,T,F,US,FL,Winter Park,Full Sail University,http://www.fullsail.edu/degrees/online/business-intelligence-masters
Nova Southeastern University,Master of Science in Biomedical Informatics,M,T,T,US,FL,Fort Lauderdale,College of Osteopathic Medicine,http://medicine.nova.edu/msbi/curriculum.html
Nova Southeastern University,Graduate Certificate in Business Intelligence / Analytics,C,T,F,US,FL,Fort Lauderdale,Graduate School of Computer and Information Sciences,http://www.scis.nova.edu/masters/certificate_bi.html
Pasco-Hernando State College,Healthcare Informatics Specialist Certificate,C,T,F,US,FL,New Port Richey,Health and Information Technology,http://phsc.edu/program/healthcare-informatics-specialist-certificate
University of Central Florida,M.S.  in Statistical Computing Data Mining Track,M,F,T,US,FL,Orlando,Department of Statistics,http://dms.stat.ucf.edu/
University of Central Florida,Master of Science in Health Care Informatics,M,F,T,US,FL,Orlando,Department of Health Management & Informatics,http://www.ce.ucf.edu/Program/2626/Master-Of-Science-In-Health-Care-Informatics/
University of Central Florida,Professional Science Master's Program in Health Care Informatics,M,F,T,US,FL,Orlando,Department of Health Management and Informatics,http://www.graduatecatalog.ucf.edu/programs/Program.aspx?ID=5852
University of Florida,Master of Science in Information Systems and Operations Management (Business Intelligence & Analytics specialization),M,F,T,US,FL,Gainesville,Warrington College of Business Administration,http://warrington.ufl.edu/graduate/academics/ms-isom/
University of Miami,Master of Science in Business Analytics,M,F,T,US,FL,Coral Gables,University of Miami School of Business,http://www.bus.miami.edu/graduate-programs/specialized-masters/analytics/index.html
University of South Florida Sarasota-Manatee,Business Analytics Certificate,C,T,F,US,FL,Sarasota,College of Business,http://usfsm.edu/catalog/graduate/college-of-business-degree-programs/college-of-business-certificate-programs/business-analytics-certificate/
University of South Florida-Main Campus,Analytics and Business Intelligence Certificate,C,T,F,US,FL,Tampa,Muma College of Business,http://www.usf.edu/innovative-education/programs/graduate-certificates/analytics-and-business-intelligence.aspx
University of South Florida-Main Campus,MS in Health Informatics Online,M,F,T,US,FL,Tampa,Morsani College of Medicine,http://www.usfhealthonline.com/programs/masters-degree/ms-health-informatics/
Georgia Southern University,M.S. - Computer Science with concentration in Data and Knowledge Systems,M,T,F,US,GA,Statesboro,Department of Computer Sciences,http://ceit.georgiasouthern.edu/cs/degrees/mscs/
Georgia State University,Master of Science in Analytics,M,F,T,US,GA,Atlanta,Robinson College of Business,http://specialized.robinson.gsu.edu/msa/
Georgia Tech,MS in Analytics,M,T,F,US,GA,Atlanta,"Colleges of Business, Computing, and Engineering",http://www.analytics.gatech.edu/
Georgia Tech,MS - Computer Science with specialization in machine learning,M,F,T,US,GA,Atlanta,College of Computing,http://www.cc.gatech.edu/future/masters/mscs/program
Kennesaw State University,Analytics and Data Science,D,F,T,US,GA,Kennesaw,Department of Statistics and Analytical Sciences,https://datascience.kennesaw.edu/
Kennesaw State University,Online Certificate in Applied Statistics,C,T,F,US,GA,Kennesaw,Department of Statistics and Analytical Sciences,https://analytics.kennesaw.edu/academics/certificate/appl-stat/index.html
Kennesaw State University,Master of Science in Applied Statistics,M,F,T,US,GA,Kennesaw,Department of Mathematics & Statistics,https://analytics.kennesaw.edu/academics/grad/MSAS/index.html
Mercer University,M.S. In Business Analytics,M,F,T,US,GA,Macon,Stetson School of Business and Economics,http://business.mercer.edu/business-analytics/
University of Georgia,MBA with concentration in Business Analytics,M,T,T,US,GA,Athens,Terry College of Business,http://www.terry.uga.edu/mba/fulltime/concentrations/business-analytics
Loras College,MBA - Business Analytics,M,T,F,US,IA,Dubuque,Loras College,http://www.loras.edu/Academics/MBA-Business-Analytics.aspx
Northwestern College,Analytics Certificate,C,F,T,US,IA,Orange City,Adult and Graduate Studies,http://online.nwciowa.edu/analytics
The University of Iowa,Business Analytics,B,F,T,US,IA,Iowa City,Business,http://tippie.uiowa.edu/management-sciences/undergraduate.cfm
The University of Iowa,Business Analytics Certificate Program,C,F,T,US,IA,Cedar Rapids,Business,http://tippie.uiowa.edu/business-analytics
The University of Iowa,Business Analytics Graduate Program,M,F,T,US,IA,Cedar Rapids,Business,http://tippie.uiowa.edu/business-analytics
Aurora University,Master of Science in Digital Marketing and Analytics,M,F,T,US,IL,Aurora,Dunham School of Business,http://www.aurora.edu/academics/graduate/marketing/index.html
Benedictine University,Master of Science in Business Analytics,M,F,T,US,IL,Lisle,College of Business,http://www.ben.edu/college-of-business/graduate/master-of-science-in-business-analytics.cfm
DePaul University,M.S. in Predictive Analytics,M,F,T,US,IL,Chicago,College of Computing and Digital Media,http://www.cdm.depaul.edu/academics/Pages/MS-In-Predictive-Analytics.aspx
DePaul University,Information Systems (MS) - Business Intelligence Concentration,M,T,F,US,IL,Chicago,College of Computing and Digital Media,http://www.depaul.edu/university-catalog/degree-requirements/graduate/cdm/information-systems-ms/concentrations/Pages/business-intelligence.aspx
Elmhurst College,M.S. in Data Science,M,F,T,US,IL,Elmhurst,Elmhurst College Online Center,http://public.elmhurst.edu/data_science
Elmhurst College,Graduate Certificate in Data Science,C,F,T,US,IL,Elmhurst,Elmhurst College Online Center,http://public.elmhurst.edu/data_science/227880201.html
Illinois Institute of Technology,MS - CS specialization in Data Analytics (with co-terminal BS/MS option),M,T,F,US,IL,Chicago,College of Science,http://science.iit.edu/programs/graduate/master-computer-science-specialization-data-analytics
Illinois Institute of Technology,Master of Data Science,M,T,T,US,IL,Chicago,College of Science,http://science.iit.edu/programs/graduate/master-data-science
Illinois Institute of Technology,Data Analytics,M,F,T,US,IL,,Computer Science,http://science.iit.edu/programs/graduate/master-computer-science-specialization-data-analytics
Lewis University,Data Science,M,T,T,US,IL,,Computer Science,http://www.lewisu.edu/academics/data-science/index.htm
Lewis University,"Business Analytics, M.S.",M,T,F,US,IL,Romeoville,College of Business,https://www.lewisu.edu/academics/business-analytics/index.htm
Loyola University Chicago,M.S. in Applied Statistics,M,F,T,US,IL,Chicago,Mathematics and Statistics,http://www.luc.edu/math/msappliedstat.shtml
Loyola University Chicago,Graduate Certificate in Business Intelligence and Data Warehousing,C,F,T,US,IL,Chicago,Quinlan School of Business,http://www.luc.edu/quinlan/mba/academics/certificates-data-warehousing/
Northwestern University,Certificate in Analytics and Business Intelligence for IT Professionals,C,T,T,US,IL,Evanston,School of Professional Studies,http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php
Northwestern University,Master of Science in Information Systems with Concentration in Analytics and Business Intelligence,M,F,T,US,IL,Evanston,School of Professional Studies,http://sps.northwestern.edu/program-areas/graduate/information-systems/index.php
Northwestern University,Certificate in Predictive Business Analytics,C,F,T,US,IL,Evanston,Bridge School of Management,http://sps.northwestern.edu/program-areas/professional-development/bridge-school/index.php
Northwestern University,Master of Science in Analytics,M,F,T,US,IL,Evanston,McCormick School of Engineering,http://www.analytics.northwestern.edu/
Northwestern University,Master of Science in Predictive Analytics Online,M,F,T,US,IL,Evanston,School of Continuing Studies,http://sps.northwestern.edu/program-areas/graduate/predictive-analytics/index.php
University of Chicago,Master of Science in Computational Analysis & Public Policy (CAPP),M,F,T,US,IL,Chicago,Harris School of Public Policy & Computer Science Department,http://capp.sites.uchicago.edu/
University of Chicago,Master of Science in Analytics,M,F,T,US,IL,Chicago,Graham School of Continuing Liberal and Professional Studies,http://grahamschool.uchicago.edu/credit/master-science-analytics/index
University of Illinois at Chicago,Health Informatics (IBHE-Approved Certificate),C,T,F,US,IL,Chicago,College of Applied Health Sciences,http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/
University of Illinois at Chicago,Master of Science in Health Informatics Research Track,M,T,F,US,IL,Chicago,Department of Biomedical and Health Information Sciences,http://healthinformatics.uic.edu/
University of Illinois at Springfield,Graduate Certificate in Business Intelligence,C,F,T,US,IL,Springfield,Department of Management Information Systems,http://mis.uis.edu/BIcertificate.html
University of Illinois at Urbana-Champaign,Master of Science in Statistics: Analytics Concentration,M,F,T,US,IL,Champaign,Department of Statistics,http://www.stat.illinois.edu/degrees/msanalytics.shtml
University of St Francis,Graduate Certificate in Business Analytics,C,F,T,US,IL,Joliet,College of Business and Health Administration,http://www.stfrancis.edu/academics/college-of-business/graduate-certificate-business-analytics/
University of St Francis,MBA with a concentration in Business Analytics,M,T,F,US,IL,Joliet,College of Business and Health Administration,http://www.stfrancis.edu/academics/master-of-business-administration/#.VCQeLEu0Zg0
Indiana University Bloomington,MBA (Major in Business Analytics),M,T,F,US,IN,Bloomington,Kelley School of Business,http://kelley.iu.edu/mba/academics/MajorsMinors/page38907.html
Indiana University Bloomington,Online MS in Business Analytics,M,F,T,US,IN,Bloomington,Kelley School of Business,http://kelley.iu.edu/onlineMBA/Online/MSBA/page43444.cfm
Indiana University Bloomington,Business Analytics Certificate Program,C,F,T,US,IN,Bloomington,Kelley School of Business: Department of Operations and Decision Technologi,http://www.kelley.iu.edu/ODT/AboutUs/DecisionSciences/page11147.html
Indiana University Bloomington,Master of Science in Data Science,M,F,T,US,IN,Bloomington,School of Informatics and Computing,http://www.soic.indiana.edu/graduate/degrees/data-science/ms-data-science/index.html
Indiana University Bloomington,Online Certificate in Data Science (Graduate),C,F,T,US,IN,Bloomington,School of Informatics and Computing,http://www.soic.indiana.edu/graduate/programs/data-science/index.shtml
Indiana University-Purdue University Indianapolis,Informatics,D,F,T,US,IN,,School of Informatics,http://informatics.iupui.edu/graduate/phd/
Indiana University-Purdue University-Indianapolis,M.S. in Mathematics: Applied Statistics,M,T,F,US,IN,Indianapolis,Department of Mathematical Sciences,http://math.iupui.edu/graduate/degrees/ms/stats
Indiana University-Purdue University-Indianapolis,Master of Science in Bioinformatics,M,T,F,US,IN,Indianapolis,Department of BioHealth Informatics,http://soic.iupui.edu/biohealth/graduate/bioinformatics-masters/
Purdue University-Main Campus,"MBA, Specialization in Business Analytics",M,F,T,US,IN,West Lafayette,Krannert School of Management,http://www.krannert.purdue.edu/masters/programs/mba/option-areas/business-analytics/home.asp
Purdue University-Main Campus,Certificate in Applied Statistics,C,F,T,US,IN,West Lafayette,Department of Statistics,https://engineering.purdue.edu/ProEd/credit/applied_statistics
Saint Mary's College,Online Master of Science in Data Science,M,T,T,US,IN,Notre Dame,Department of Mathematics and Computer Science,https://grad.saintmarys.edu/academic-programs/ms-data-science
University of Notre Dame,Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics,M,F,T,US,IN,Notre Dame,Department of Applied and Computational Mathematics and Statistics (ACMS),http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/
University of Notre Dame,Master of Science in Business Analytics,M,T,F,US,IN,Notre Dame,Mendoza College of Business,https://mendoza.nd.edu/programs/specialized-masters/ms-in-business-analytics/
University of Kansas,Business Analytics,C,F,T,US,KS,Lawrence,School of Business,http://business.ku.edu/business-analytics
Northern Kentucky University,Data Science,B,F,T,US,KY,,Computer Science,http://informatics.nku.edu/content/informatics/departments/computer-science/programs/datascience.html
University of Louisville,Certificate in Data Mining,C,F,T,US,KY,Louisville,Department of Computer Engineering & Computer Science,http://louisville.edu/speed/computer/graduate-studies/dataMining
Louisiana State University,Master of Science in Analytics,M,F,T,US,LA,Baton Rouge,Department of Information Systems & Decision Sciences,http://businessanalytics.lsu.edu/
Babson College,MBA with Business Analytics Concentration,M,F,T,US,MA,Wellesley,F.W. Olin Graduate School of Business,http://www.babson.edu/academics/graduate/mba/concentrations/pages/business-analytics.aspx
Becker College,Data Science,B,F,T,US,MA,,Data Science,http://www.becker.edu/academics/departments-programs/data-science/
Bentley University,Master of Science In Marketing Analytics,M,F,T,US,MA,Waltham,Graduate School of Business,http://www.bentley.edu/graduate/academics/ms-programs/marketing-analytics
Bentley University,Master of Business Analytics,M,F,T,US,MA,Waltham,Graduate School of Business,http://www.bentley.edu/graduate/degree-programs/ms-programs/business-analytics
